,,,A,C,D,E,F,H,I,M,Cluster,CON21,C. elegans,Fly/CON21,Fly,,Fly Gene Name,Fly Gene Description,DBD Family,Mosquito,Human,Mouse,Honeybee,Zebrafish,Silkworm
LOC124188402,XP_046436963.1,uncharacterized protein LOC124188402,699,2919,7279,2857,4352,1341,1379,1013,,g1851,,FBgn0030961,FBpp0290376,FBgn0030961,CG7058,0,,XP_021703362.1,,,,,
LOC124188403,XP_046436964.1,guanine nucleotide-binding protein subunit alpha homolog,715,1394,3222,805,984,494,400,898,,g1852,F18G5.3.2,FBgn0000384,FBpp0110418,FBgn0000384,cta,concertina,,XP_021703774.1,ENSP00000400717.2,ENSMUSP00000020930.8,XP_394382.2,ENSDARP00000102226.3,NP_001243931.1
LOC124188404,XP_046436965.1,ankyrin repeat domain-containing protein 49-like,197,844,1840,818,1138,435,386,290,,g1853,F26F4.12.1,FBgn0261881,FBpp0080287,FBgn0261881,l(2)35Be,lethal (2) 35Be,,XP_001653736.1,ENSP00000303518.3,ENSMUSP00000034406.4,XP_016767213.1,ENSDARP00000139623.1,XP_004932320.1
LOC124188406,XP_046436968.1,catenin alpha-like isoform X1,2398,11406,27719,11543,14403,5160,5887,3097,,g1857,R13H4.4a.1,FBgn0010215,FBpp0070037,FBgn0010215,alpha-Cat,alpha Catenin,,XP_021693202.1,ENSP00000419295.1,ENSMUSP00000074809.6,XP_625229.1,ENSDARP00000092080.4,XP_037869749.1
LOC124188407,XP_046437001.1,nardilysin-like isoform X2,1524,5578,11181,3410,4743,1761,2359,1617,,g230,,FBgn0030344,,,Nrd1,Nardilysin,,,,,,,
LOC124188408,XP_046436969.1,equilibrative nucleoside transporter 1-like,687,4116,10751,4915,7651,1628,1572,1683,,,ZK809.4a.1,,FBpp0078920,FBgn0263916,Ent2,Equilibrative nucleoside transporter 2,,XP_021693096.1,,,XP_016768649.2,,XP_037876535.1
LOC124188409,XP_046436970.1,uncharacterized protein LOC124188409 isoform X1,1316,2271,3028,869,1374,673,621,989,,g1863,,FBgn0032455,,,Pih1D1,PIH1 domain containing 1,,,,,XP_003251728.1,,
LOC124188410,XP_046436973.1,malonyl-CoA decarboxylase%2C mitochondrial-like isoform X1,326,1366,3282,1435,2678,2677,1201,944,,g1858,,,,,,,,,,,,,
LOC124188411,XP_046436975.1,eukaryotic initiation factor 4A-III,7417,18202,24639,6230,10599,2745,3721,4135,,g1861,F33D11.10.1,FBgn0037573,FBpp0081324,FBgn0037573,CG7483,0,,XP_001648723.1,ENSP00000497661.1,ENSMUSP00000026667.9,XP_393356.1,ENSDARP00000135974.1,NP_001106217.1
LOC124188412,XP_046436976.1,ATP synthase mitochondrial F1 complex assembly factor 2-like,344,1358,3047,1083,1073,460,488,408,,g1860,Y116A8C.27a.1,FBgn0021856,FBpp0081011,FBgn0021856,l(2)k14505,lethal (2) k14505,,XP_001654255.1,ENSP00000417190.2,ENSMUSP00000104361.3,XP_397155.4,ENSDARP00000157067.1,XP_004930951.1
LOC124188413,XP_046436977.1,39S ribosomal protein L35%2C mitochondrial-like,285,929,3012,1381,1925,363,432,298,,g1862,M01F1.6.1,FBgn0038923,FBpp0083569,FBgn0038923,mRpL35,mitochondrial ribosomal protein L35,,XP_021705245.1,ENSP00000338389.4,ENSMUSP00000066493.3,XP_001121481.1,ENSDARP00000118462.1,XP_004926126.1
LOC124188414,XP_046436978.1,ribonuclease P protein subunit p20-like,360,1300,2870,1018,1054,856,620,447,,g1859,Y62E10A.24.2,FBgn0066304,FBpp0099986,FBgn0066304,Rpp20,Rpp20,,XP_021713411.1,ENSP00000387814.1,ENSMUSP00000031728.5,XP_016772611.1,ENSDARP00000131813.2,XP_037868161.1
LOC124188415,XP_046436979.1,small conductance calcium-activated potassium channel protein 2-like isoform X1,128,69,612,1136,2525,685,737,260,,g1867,,FBgn0029761,,,SK,small conductance calcium-activated potassium channel,,,,,,,
LOC124188416,XP_046436996.1,sorting nexin-2-like,1395,3960,9446,3977,5839,1824,1864,1865,,g1869,C05D9.1.1,FBgn0031534,FBpp0077206,FBgn0031534,Snx1,Sorting nexin 1,,XP_001651217.2,ENSP00000368831.2,ENSMUSP00000039243.5,XP_026296857.1,ENSDARP00000069669.5,XP_012550143.1
LOC124188417,XP_046436997.1,ATP-dependent RNA helicase abstrakt-like isoform X1,1063,3374,4896,1427,1958,753,570,777,,g1872,,FBgn0015331,,,abs,abstrakt,,,,,,,
LOC124188418,XP_046436999.1,protein DDI1 homolog 2-like,688,3184,5638,1675,2510,1080,832,752,,g1873,C01G5.6.1,FBgn0030753,FBpp0310006,FBgn0030753,rngo,rings lost,,XP_021708966.1,ENSP00000417748.1,ENSMUSP00000099542.5,XP_006564745.1,ENSDARP00000011673.6,XP_037873508.1
LOC124188419,XP_046437002.1,uncharacterized protein LOC124188419 isoform X2,134,682,1044,254,297,155,195,140,,g1870,,FBgn0051121,,,CG31121,0,,,,,,,XP_004930368.1
LOC124188420,XP_046437003.1,PEST proteolytic signal-containing nuclear protein-like,368,1540,2599,809,879,462,361,246,,g1871,,,FBpp0083970,FBgn0039151,CG13607,0,,XP_021707215.1,ENSP00000265260.3,ENSMUSP00000112565.2,XP_001122504.1,ENSDARP00000113454.1,XP_004923949.1
LOC124188421,XP_046437004.1,anaphase-promoting complex subunit 1-like,1998,5208,6511,1672,1973,1334,1598,2075,,g1878,W10C6.1.1,FBgn0004391,FBpp0073893,FBgn0004391,shtd,shattered,,XP_021703880.1,ENSP00000339109.3,ENSMUSP00000014499.4,XP_006560739.1,ENSDARP00000150216.1,XP_037873049.1
LOC124188422,XP_046437005.1,R3H domain-containing protein 2-like isoform X1,37,10,1166,3000,7191,2174,2110,566,,g1886,,FBgn0004875,,,enc,encore,,,,,,,
LOC124188423,XP_046437013.1,probable peroxisomal acyl-coenzyme A oxidase 1,393,2252,6455,3849,5540,1828,1883,1575,,g1885,F59F4.1.1,,FBpp0088517,FBgn0027572,CG5009,0,,XP_021704359.1,,,XP_026301193.1,,XP_004932404.1
LOC124188424,XP_046437014.1,protein arginine N-methyltransferase 3-like,1679,4369,8180,1909,2069,965,1860,1559,,g1881,,FBgn0038306,FBpp0082589,FBgn0038306,Art3,Arginine methyltransferase 3,,XP_021704596.1,ENSP00000331879.6,ENSMUSP00000032715.7,XP_396035.2,ENSDARP00000003829.6,XP_004930882.2
LOC124188425,XP_046437015.1,chitotriosidase-1-like,11,11,39,202,2230,396,166,69,,g1874,,FBgn0034580,,,Cht8,Chitinase 8,,,,,,,
LOC124188426,XP_046437016.1,thymidine phosphorylase-like,18,16,40,66,457,546,373,280,,g1879,,,,,,,,,,,,,
LOC124188428,XP_046437021.1,WD repeat-containing protein 13-like,378,557,1003,333,483,194,284,431,,g1884,,FBgn0040066,,,wds,will die slowly,,,ENSP00000365919.5,ENSMUSP00000111286.2,XP_396208.4,ENSDARP00000031340.6,XP_004921978.2
LOC124188429,XP_046437022.1,kynurenine/alpha-aminoadipate aminotransferase%2C mitochondrial-like,192,1111,3870,3077,7356,1563,1401,1184,,g1877,,FBgn0036117,FBpp0075971,FBgn0036117,CG6321,0,,XP_001663348.2,ENSP00000226840.4,ENSMUSP00000078436.3,XP_001120032.3,ENSDARP00000010437.7,XP_012543985.1
LOC124188430,XP_046437023.1,DNA excision repair protein ERCC-8-like,100,539,796,274,311,186,169,132,,g1876,,FBgn0041171,,,ago,archipelago,,,ENSP00000501614.1,ENSMUSP00000059211.9,,ENSDARP00000091471.3,
LOC124188435,XP_046437027.1,uncharacterized protein LOC124188435,1813,5919,5081,919,1129,667,826,1264,,g233,,FBgn0036574,FBpp0088655,FBgn0036574,elg1,enhanced level of genomic instability 1,,XP_021696518.1,ENSP00000463102.1,ENSMUSP00000103874.2,XP_026299447.1,ENSDARP00000138643.1,
LOC124188437,XP_046437024.1,unconventional myosin-If-like,108,562,3363,3373,18270,3160,3109,2336,,g1895,F29D10.4.1,FBgn0010246,,,Myo61F,Myosin 61F,,,ENSP00000288235.4,ENSMUSP00000084887.6,XP_026294761.1,ENSDARP00000052538.4,
LOC124188438,XP_046437025.1,hemocyte protein-glutamine gamma-glutamyltransferase-like,11,53,2766,2285,3836,877,1282,805,,g1892,,FBgn0031975,,,Tg,Transglutaminase,,,,,,,
LOC124188439,XP_046437029.1,neuronal acetylcholine receptor subunit alpha-10-like isoform X2,74,527,476,250,669,310,327,114,,g1891,,FBgn0032151,,,nAChRalpha6,nicotinic Acetylcholine Receptor alpha6,,,,,,,
LOC124188441,XP_046437030.1,uncharacterized protein LOC124188441 isoform X1,409,2912,3466,1800,2367,1252,1406,1120,,g1896,,FBgn0000008,,,a,arc,,,,,,,
LOC124188443,XP_046437034.1,uncharacterized protein LOC124188443,280,1858,4170,1912,3329,902,1327,502,,g1897,,FBgn0000008,,,a,arc,,,,,,,
LOC124188444,XP_046437039.1,ATP-binding cassette sub-family F member 1-like,3811,10568,20433,7008,13096,2981,4371,3825,,g228,F18E2.2.1,FBgn0030321,FBpp0073367,FBgn0030321,CG1703,0,,XP_001652415.2,ENSP00000365728.3,ENSMUSP00000036881.9,XP_623255.1,ENSDARP00000048976.4,XP_004928585.1
LOC124188446,XP_046437036.1,uncharacterized protein LOC124188446,259,1189,1148,282,359,322,392,324,,g1904,Y45G12C.6.1,FBgn0031739,FBpp0078791,FBgn0031739,CG14005,0,,,ENSP00000363453.2,,,ENSDARP00000102386.3,
LOC124188447,XP_046437037.1,phosrestin-2-like,0,48,231,592,2004,741,691,124,,g1900,,FBgn0000120,,,Arr1,Arrestin 1,,,,,XP_623442.2,,XP_012548031.1
LOC124188448,XP_046437041.1,uncharacterized protein LOC124188448 isoform X2,3,64,1272,2175,5473,1445,1339,231,,g1907,,FBgn0027550,FBpp0079703,FBgn0027550,CG6495,0,,,,ENSMUSP00000122359.2,XP_625070.3,,
LOC124188449,XP_046437042.1,ER degradation-enhancing alpha-mannosidase-like protein 1,378,752,3669,2004,2552,950,802,926,,g1903,C47E12.3a.1,FBgn0032480,FBpp0305437,FBgn0032480,Edem2,"ER degradation enhancer, mannosidase alpha-like 2",,XP_001661964.1,ENSP00000256497.4,ENSMUSP00000086565.4,XP_026302101.1,ENSDARP00000120614.1,XP_004929872.2
LOC124188450,XP_046437043.1,uncharacterized protein LOC124188450 isoform X1,785,1826,2181,728,588,585,570,659,,g1910,ZK512.7.1,FBgn0013726,FBpp0289614,FBgn0032375,pnut,peanut,,,,,,,
LOC124188451,XP_046437045.1,deoxyribonuclease-2-alpha-like isoform X1,75,840,1344,336,389,200,324,164,,g1902,F09G8.2.1,FBgn0000477,FBpp0082962,FBgn0000477,DNaseII,Deoxyribonuclease II,,XP_001656030.2,ENSP00000222219.2,ENSMUSP00000003910.7,XP_396933.1,ENSDARP00000154885.1,XP_021204958.2
LOC124188452,XP_046437052.1,uncharacterized protein LOC124188452,1335,4371,3768,666,854,499,625,1050,,,,,,,,,,,,,,,XP_021207181.2
LOC124188453,XP_046437048.1,iodotyrosine deiodinase 1-like,1,634,747,773,238,741,557,184,,g1909,C02C2.5.1,FBgn0286980,FBpp0423399,FBgn0286980,Iyd,Iodotyrosine deiodinase,,XP_021696831.1,ENSP00000343763.4,ENSMUSP00000019896.5,XP_397179.2,ENSDARP00000101952.4,XP_004925281.1
LOC124188455,XP_046437054.1,uncharacterized protein C1orf50 homolog isoform X1,179,501,889,502,706,454,402,268,,g1906,C08B11.9.1,FBgn0051800,FBpp0080721,FBgn0051800,CG31800,0,,XP_001650716.1,ENSP00000361603.4,ENSMUSP00000115729.2,,,
LOC124188456,XP_046437056.1,protein phosphatase 1 regulatory subunit 14C-like,1786,4629,7573,3642,3050,1262,1492,1186,,g1908,F55C10.5.1,FBgn0032297,FBpp0079706,FBgn0032297,CG17124,0,,XP_021703928.1,ENSP00000310117.3,ENSMUSP00000045110.6,XP_624939.1,ENSDARP00000039826.5,XP_004926921.1
LOC124188457,XP_046437059.1,14 kDa phosphohistidine phosphatase-like isoform X3,110,626,1332,395,367,196,264,200,,g1901,,FBgn0001280,,,janA,janus A,,,,,,,
LOC124188458,XP_046437063.1,transcriptional protein SWT1-like,389,845,2131,880,1510,600,330,519,,g229,,FBgn0030892,FBpp0089022,FBgn0030892,CG7206,0,,XP_021694213.1,ENSP00000356470.4,ENSMUSP00000067516.6,XP_026299733.1,ENSDARP00000113234.2,XP_012548724.2
LOC124188459,XP_046437061.1,uncharacterized protein LOC124188459,52,90,188,23,45,14,40,120,,g1905,,FBgn0283651,,,CG46301,0,,,,,,,
LOC124188462,XP_046437062.1,WD and tetratricopeptide repeats protein 1-like,439,1278,2776,1048,1809,830,736,628,,g1912,Y73E7A.9a.1,FBgn0000057,FBpp0085923,FBgn0000057,adp,adipose,,XP_021704843.1,ENSP00000355317.3,ENSMUSP00000040647.8,XP_396989.2,ENSDARP00000099567.1,XP_004930709.1
LOC124188463,XP_046437065.1,cleavage stimulation factor subunit 2-like isoform X2,563,1545,2446,687,688,400,441,342,,g1913,F56A8.6.1,FBgn0027841,,,CstF64,Cleavage stimulation factor 64 kD subunit,,,ENSP00000432060.1,ENSMUSP00000108911.2,,ENSDARP00000110939.1,
LOC124188466,XP_046437066.1,ornithine decarboxylase-like,7480,35462,85423,30175,39811,19503,16443,13453,,g1916,K11C4.4.1,FBgn0013307,FBpp0087939,FBgn0013307,Odc1,Ornithine decarboxylase 1,,XP_021708670.1,ENSP00000390691.2,ENSMUSP00000128661.2,XP_393529.3,ENSDARP00000154168.1,XP_012546748.1
LOC124188470,XP_046437067.1,stromal membrane-associated protein 1-like,2043,4453,9374,3669,5185,1852,2162,2132,,g1917,W09D10.1.2,FBgn0033349,FBpp0087733,FBgn0033349,CG8243,0,,XP_021704458.1,ENSP00000361803.3,ENSMUSP00000027339.8,XP_006560619.1,ENSDARP00000074257.4,XP_004925343.1
LOC124188471,XP_046437071.1,GPI mannosyltransferase 2-like,171,689,1151,280,278,156,217,140,,g232,T09B4.1.1,FBgn0265174,FBpp0308218,FBgn0265174,PIG-V,Phosphatidylinositol glycan anchor biosynthesis class V,,,,,,ENSDARP00000140196.1,
LOC124188472,XP_046437068.1,exportin-2-like,3230,4996,5243,928,1118,693,1253,2236,,g1918,,FBgn0022213,,,Cse1,Chromosome segregation 1,,,,,,,
LOC124188473,XP_046437072.1,uncharacterized protein LOC124188473 isoform X2,57,205,512,645,1510,662,313,359,,g1919,,,,,,,,,,,,,
LOC124188474,XP_046437073.1,E3 ubiquitin-protein ligase Siah1-like isoform X1,261,806,1804,788,1173,386,363,425,,g1920,Y37E11AR.2.1,FBgn0003410,FBpp0310636,FBgn0003410,sina,seven in absentia,,XP_001653865.1,ENSP00000378214.2,ENSMUSP00000071592.3,XP_394284.2,,
LOC124188476,XP_046437075.1,uncharacterized protein LOC124188476,14,55,148,48,7357,670,392,1554,,g1933,,FBgn0051779,,,Acp24A4,Accessory gland protein 24A4,,,,,,,
LOC124188477,XP_046437076.1,uncharacterized protein LOC124188477,374,57,641,456,4864,722,1189,754,,g1944,,FBgn0032666,FBpp0309465,FBgn0032666,CG5758,0,,XP_021701783.1,,,,,
LOC124188478,XP_046437077.1,fatty-acid amide hydrolase 2-like,1,19,712,476,402,213,78,1163,,g1926,Y53F4B.18.1,FBgn0033717,,,CG8839,0,,,,,,ENSDARP00000146345.1,
LOC124188479,XP_046437078.1,fatty-acid amide hydrolase 2-like,447,1253,3605,2191,4377,1075,796,908,,g1924,,FBgn0033717,FBpp0087070,FBgn0033717,CG8839,0,,XP_001650937.1,ENSP00000364035.4,,XP_392277.4,,XP_004931785.1
LOC124188480,XP_046437082.1,GPI mannosyltransferase 2-like,136,484,737,151,152,63,107,79,,,,,,,,,,XP_021710191.1,ENSP00000078527.4,ENSMUSP00000050647.5,XP_006572304.1,,XP_037874269.1
LOC124188481,XP_046437079.1,uncharacterized protein LOC124188481 isoform X1,15,1,285,2936,1672,4585,6361,3979,,g1939,,,,,,,,,,,,,
LOC124188482,XP_046437081.1,uncharacterized protein LOC124188482,19,4,15,13,11,5,2,5,,g1938,,,FBpp0110063,FBgn0051779,Acp24A4,Accessory gland protein 24A4,,,,,,,
LOC124188483,XP_046437083.1,UV excision repair protein RAD23 homolog B-like,2009,5888,9681,2814,3071,1205,2026,1409,,g1923,ZK20.3.1,FBgn0026777,FBpp0088191,FBgn0026777,Rad23,Rad23,,XP_001654581.2,ENSP00000350708.3,ENSMUSP00000030134.9,XP_623093.2,ENSDARP00000145115.1,NP_001164652.1
LOC124188484,XP_046437084.1,solute carrier family 35 member E1 homolog,370,1156,3472,1489,1725,658,678,505,,g1921,,FBgn0031183,FBpp0309677,FBgn0031183,CG14621,0,,XP_021694695.1,ENSP00000470652.1,ENSMUSP00000115754.2,XP_394742.1,ENSDARP00000013733.6,NP_001182384.1
LOC124188485,XP_046437085.1,syntaxin-1A-like,9,7,230,270,506,280,219,306,,g1925,,FBgn0013343,,,Syx1A,Syntaxin 1A,,,,,,,
LOC124188486,XP_046437086.1,uncharacterized protein LOC124188486,78,14,178,576,1598,2263,2581,2855,,g1931,,,,,,,,,,,,,
LOC124188487,XP_046437088.1,uncharacterized protein LOC124188487 isoform X1,218,377,1724,1198,2462,1396,1245,950,,g1927,,FBgn0032666,,,CG5758,0,,,,,,,
LOC124188488,XP_046437090.1,uncharacterized protein LOC124188488,0,0,109,649,1212,2747,3763,3107,,g1940,,,,,,,,,,,,,
LOC124188489,XP_046437101.1,NAD-dependent protein deacetylase sirtuin-2-like isoform X2,457,3146,6496,3226,2798,1441,1194,879,,,,,,,,,,XP_001651467.2,ENSP00000249396.7,ENSMUSP00000072732.5,XP_393038.3,,NP_001036937.1
LOC124188490,XP_046437091.1,peroxisomal membrane protein 4-like,205,998,3464,1567,1092,436,629,475,,g1922,F18F11.1.1,FBgn0004598,,,Fur2,Furin 2,,,ENSP00000386385.3,ENSMUSP00000000896.5,,ENSDARP00000152767.1,
LOC124188494,XP_046437093.1,protein C10-like,139,544,1141,427,544,233,213,144,,g1945,,FBgn0031403,FBpp0111928,FBgn0031403,CG15387,0,,XP_001648836.1,ENSP00000229281.5,ENSMUSP00000004389.6,XP_001120666.1,ENSDARP00000126596.1,XP_037872574.1
LOC124188495,XP_046437103.1,focal adhesion kinase 1-like isoform X9,1264,3530,8976,5739,9235,3316,3112,1903,,g1951,,FBgn0020440,,,Fak,Focal adhesion kinase,,,,,XP_016767274.2,,
LOC124188496,XP_046437105.1,uncharacterized protein LOC124188496,0,12,661,587,1339,459,364,64,,g1946,,FBgn0264753,,,Rgk1,"Rad, Gem/Kir family member 1",,,,,,,
LOC124188497,XP_046437106.1,40S ribosomal protein S12-like,4906,24370,39563,13183,13669,7063,7664,8109,,g1947,,FBgn0286213,,,RpS12,Ribosomal protein S12,,,,,,,
LOC124188498,XP_046437108.1,kelch-like protein diablo,1414,5524,11835,4452,7741,1888,2029,1465,,g1948,R12E2.1.1,FBgn0040230,FBpp0304443,FBgn0040230,dbo,diablo,,XP_001661146.1,ENSP00000209884.4,ENSMUSP00000114044.2,XP_397065.2,ENSDARP00000056665.4,XP_004929142.1
LOC124188501,XP_046437110.1,multivesicular body subunit 12B-like,308,2548,5100,1929,2160,1007,890,525,,g227,C06A6.3.1,FBgn0030894,FBpp0074302,FBgn0030894,Mvb12,Multivesicular body subunit 12,,XP_001651512.1,ENSP00000354772.3,ENSMUSP00000048901.4,NP_001106142.2,ENSDARP00000109861.2,XP_037871512.1
LOC124188508,XP_046437131.1,basement membrane-specific heparan sulfate proteoglycan core protein-like isoform X20,102,4298,49573,57136,119674,26782,27953,25165,,g1959,,FBgn0284408,,,trol,terribly reduced optic lobes,,,,,,,
LOC124188509,XP_046437123.1,clathrin heavy chain 1-like,89,28,57,20,52,20,26,163,,,,,,,,,,,,,,,
LOC124188510,XP_046437139.1,uncharacterized protein LOC124188510,882,35,77,40,103,28,37,1262,,,,,,,,,,,,,,,
LOC124188511,XP_046437154.1,multivesicular body subunit 12B-like,151,1233,2485,972,1081,497,436,304,,,,,,,,,,,,,,,
LOC124188512,XP_046437152.1,protein eyes shut-like,17,32,684,422,789,260,278,57,,g1955,,FBgn0031414,FBpp0311004,FBgn0031414,eys,eyes shut,,XP_001658690.2,,,XP_006565329.1,,XP_037866483.1
LOC124188513,XP_046437153.1,SET and MYND domain-containing protein 4-like,0,25,2423,2183,3878,313,379,106,,g1961,,FBgn0036282,FBpp0075717,FBgn0036282,Smyd4-2,"SET and MYND domain containing, class 4, member 2",,XP_001657892.1,,,,,
LOC124188514,XP_046437155.1,formimidoyltransferase-cyclodeaminase-like,103,2792,581,599,2561,1670,1368,1491,,g1960,,FBgn0028434,,,Ercc1,Ercc1,,,ENSP00000380854.3,ENSMUSP00000001183.8,,ENSDARP00000044682.4,
LOC124188515,XP_046437156.1,PDF receptor-like,0,5,112,250,863,266,265,95,,g1958,C13B9.4a.3,FBgn0260753,FBpp0099841,FBgn0260753,Pdfr,Pigment-dispersing factor receptor,,XP_021711391.1,,,XP_016768833.2,,XP_037867029.1
LOC124188516,XP_046437157.1,neugrin-like isoform X1,1044,2735,8360,2998,2505,641,1142,887,,g1954,,FBgn0039336,,,CG4553,0,,,ENSP00000368389.4,,,,
LOC124188517,XP_046437160.1,uncharacterized protein LOC124188517 isoform X2,206,1004,2219,1136,1505,553,608,410,,g1953,,FBgn0034362,FBpp0085885,FBgn0034362,CG5323,0,,XP_001658351.2,,ENSMUSP00000145530.2,,,XP_004924976.1
LOC124188518,XP_046437163.1,plasmolipin-like,77,631,2973,1400,2694,948,830,262,,g1956,F28H1.4b.2,FBgn0030234,,,CG15211,0,,XP_021702717.1,ENSP00000377666.2,ENSMUSP00000137332.2,XP_006561675.1,ENSDARP00000147226.1,XP_012548430.1
LOC124188520,XP_046437164.1,fatty acid amide hydrolase 1-like,125,388,1979,977,1968,418,420,321,,g1963,B0218.1.3,FBgn0037547,,,CG7910,0,,,,,,,
LOC124188521,XP_046437165.1,transient receptor potential channel pyrexia-like,1,6,450,1254,5701,1650,2397,1302,,g1969,,FBgn0035113,,,pyx,pyrexia,,,,,,,
LOC124188522,XP_046437166.1,chitooligosaccharidolytic beta-N-acetylglucosaminidase-like,9,61,275,1183,2933,1235,432,219,,g1971,,,,,,,,,,,,,
LOC124188523,XP_046437168.1,adenosylhomocysteinase-like,4564,7142,21714,11115,9129,18245,17501,18279,,g1972,K02F2.2.1,FBgn0014455,FBpp0073847,FBgn0014455,Ahcy,Adenosylhomocysteinase,,XP_001659155.1,ENSP00000217426.2,ENSMUSP00000061851.10,XP_391917.2,ENSDARP00000002844.7,NP_001093271.1
LOC124188524,XP_046437169.1,V-type proton ATPase subunit d 1,968,1743,7293,6316,13585,2150,2390,1729,,g1973,C30F8.2.3,FBgn0285910,FBpp0070584,FBgn0285910,VhaAC39-1,Vacuolar H[+] ATPase AC39 subunit 1,,XP_021695560.1,ENSP00000290949.3,ENSMUSP00000013304.7,XP_393438.2,ENSDARP00000157519.1,NP_001040429.1
LOC124188525,XP_046437174.1,laminin subunit gamma-1-like isoform X1,2037,22662,35822,13275,18167,3276,3139,1960,,g580,C54D1.5.1,FBgn0267348,FBpp0076111,FBgn0267348,LanB2,Laminin B2,,XP_021695353.1,ENSP00000258341.3,ENSMUSP00000027752.9,XP_026299738.1,ENSDARP00000024860.6,XP_004932814.1
LOC124188526,XP_046437170.1,short-chain dehydrogenase TIC 32 B%2C chloroplastic-like,53,924,2720,1389,872,522,511,230,,g1965,,FBgn0034500,,,CG11200,Carbonyl reductase,,,,,,,
LOC124188527,XP_046437173.1,probable tRNA(His) guanylyltransferase isoform X3,192,776,1227,289,333,232,175,186,,g1974,,FBgn0283659,FBpp0292594,FBgn0283659,THG,tRNA-histidine guanylyltransferase,,XP_021705077.1,ENSP00000231198.7,ENSMUSP00000011398.7,XP_006570971.2,ENSDARP00000055960.4,NP_001040194.1
LOC124188528,XP_046437175.1,60S ribosomal protein L5-like,13175,68635,106264,33830,35150,18244,21121,22910,,g1964,F54C9.5.1,FBgn0064225,FBpp0110421,FBgn0064225,RpL5,Ribosomal protein L5,,XP_001648896.1,ENSP00000359345.2,ENSMUSP00000080854.7,XP_624620.2,ENSDARP00000006085.6,NP_001037008.1
LOC124188529,XP_046437176.1,putative hydroxypyruvate isomerase,726,794,3360,4363,2649,1536,1996,1626,,g1970,C05D11.5.1,FBgn0011770,FBpp0071406,FBgn0011770,Gip,GIP-like,,XP_001654840.2,ENSP00000361507.4,ENSMUSP00000141952.2,XP_026301507.1,ENSDARP00000131995.2,NP_001040471.1
LOC124188530,XP_046437177.1,peptidyl-prolyl cis-trans isomerase FKBP2-like,1006,6297,15546,8912,9012,2620,3312,2113,,,,,,,,,,,,,,,
LOC124188531,XP_046437179.1,uncharacterized protein LOC124188531 isoform X2,523,124,268,40,220,58,50,644,,g1975,,FBgn0017414,,,cag,cag,,,,,,,
LOC124188532,XP_046437184.1,threonylcarbamoyladenosine tRNA methylthiotransferase-like,910,2502,3820,1092,1485,640,1078,935,,g1976,,FBgn0034214,,,CG6550,0,,,,,,,
LOC124188534,XP_046437190.1,diacylglycerol O-acyltransferase 1-like,1032,1636,3546,1355,1724,678,517,1286,,g1978,H19N07.4a.1,FBgn0004797,FBpp0312493,FBgn0004797,mdy,midway,,XP_021703034.1,ENSP00000482264.1,ENSMUSP00000023214.5,XP_624754.2,ENSDARP00000071653.4,XP_021204186.1
LOC124188535,XP_046437191.1,ileal sodium/bile acid cotransporter-like,74,270,2498,864,7629,1727,1458,1190,,g1981,,FBgn0030638,,,CG11655,0,,,,,,,
LOC124188536,XP_046437196.1,uncharacterized protein LOC124188536 isoform X1,212,1152,4168,3662,9662,2781,2350,1354,,g587,,FBgn0039464,,,CG6330,0,,,,,XP_006562637.1,,
LOC124188537,XP_046437193.1,serine/threonine-protein kinase Nek1-like,0,10,162,92,170,96,53,29,,g1980,,FBgn0045980,,,niki,nimA-like kinase,,XP_001660519.2,ENSP00000421525.2,ENSMUSP00000147258.2,,ENSDARP00000129645.3,
