Consensus Name,KAP4 Locus,KAP4 Description,A,C,D,E,F,H,I,M,CON21 Gene #,A,B,C,D,E,F,G,H,I,Fly Gene #,Fly Gene,Fly Description,TF family
Dpul_Gene_136,LOC124188446,uncharacterized protein LOC124188446,259,1189,1148,282,359,322,392,324,g1904,369,316,305,108,71,61,133,265,247,FBgn0031739,CG14005,0,
Dpul_Gene_137,LOC124188447,phosrestin-2-like,0,48,231,592,2004,741,691,124,g1900,0,4,8,5,33,88,574,323,190,FBgn0000120,Arr1,Arrestin 1,
Dpul_Gene_138,LOC124188448,uncharacterized protein LOC124188448 isoform X2,3,64,1272,2175,5473,1445,1339,231,g1907,4,14,31,214,586,737,1202,941,478,FBgn0027550,CG6495,0,
Dpul_Gene_139,LOC124188449,ER degradation-enhancing alpha-mannosidase-like protein 1,378,752,3669,2004,2552,950,802,926,g1903,431,477,446,386,528,424,654,659,536,FBgn0032480,Edem2,"ER degradation enhancer, mannosidase alpha-like 2",
Dpul_Gene_140,LOC124188450,uncharacterized protein LOC124188450 isoform X1,785,1826,2181,728,588,585,570,659,g1910,940,723,605,155,200,92,245,238,334,FBgn0013726,pnut,peanut,
Dpul_Gene_141,LOC124188451,deoxyribonuclease-2-alpha-like isoform X1,75,840,1344,336,389,200,324,164,g1902,40,367,448,226,122,44,167,263,184,FBgn0000477,DNaseII,Deoxyribonuclease II,
Dpul_Gene_142,LOC124188453,iodotyrosine deiodinase 1-like,1,634,747,773,238,741,557,184,g1909,1,334,380,147,384,190,175,238,387,FBgn0286980,Iyd,Iodotyrosine deiodinase,
Dpul_Gene_143,LOC124188454,T-cell acute lymphocytic leukemia protein 1-like isoform X1,33,192,520,362,546,177,163,59,g1911,4,20,25,73,141,109,98,64,25,FBgn0038402,Fer2,48 related 2,HLH
Dpul_Gene_144,LOC124188455,uncharacterized protein C1orf50 homolog isoform X1,179,501,889,502,706,454,402,268,g1906,450,384,381,184,188,155,211,173,86,FBgn0051800,CG31800,0,
Dpul_Gene_145,LOC124188456,protein phosphatase 1 regulatory subunit 14C-like,1786,4629,7573,3642,3050,1262,1492,1186,g1908,2186,2234,1904,951,1248,794,811,877,476,FBgn0032297,CG17124,0,
Dpul_Gene_146,LOC124188457,14 kDa phosphohistidine phosphatase-like isoform X3,110,626,1332,395,367,196,264,200,g1901,221,165,180,122,76,43,63,149,105,FBgn0001280,janA,janus A,
Dpul_Gene_147,LOC124188458,transcriptional protein SWT1-like,389,845,2131,880,1510,600,330,519,g229,475,274,228,134,144,172,387,266,280,FBgn0030892,CG7206,0,
Dpul_Gene_148,LOC124188459,uncharacterized protein LOC124188459,52,90,188,23,45,14,40,120,g1905,264,129,99,15,6,8,3,10,28,FBgn0283651,CG46301,0,
Dpul_Gene_149,LOC124188462,WD and tetratricopeptide repeats protein 1-like,439,1278,2776,1048,1809,830,736,628,g1912,375,387,362,263,316,279,765,605,461,FBgn0000057,adp,adipose,
Dpul_Gene_150,LOC124188463,cleavage stimulation factor subunit 2-like isoform X2,563,1545,2446,687,688,400,441,342,g1913,1867,1353,1335,727,564,307,476,500,393,FBgn0027841,CstF64,Cleavage stimulation factor 64 kD subunit,
Dpul_Gene_151,LOC124188466,ornithine decarboxylase-like,7480,35462,85423,30175,39811,19503,16443,13453,g1916,2153,5861,4927,6000,4977,5632,16943,13939,10366,FBgn0013307,Odc1,Ornithine decarboxylase 1,
Dpul_Gene_152,LOC124188470,stromal membrane-associated protein 1-like,2043,4453,9374,3669,5185,1852,2162,2132,g1917,1053,1043,791,429,385,421,1167,1256,870,FBgn0033349,CG8243,0,
Dpul_Gene_153,LOC124188471,GPI mannosyltransferase 2-like,171,689,1151,280,278,156,217,140,g232,330,799,709,289,235,144,155,189,120,FBgn0265174,PIG-V,Phosphatidylinositol glycan anchor biosynthesis class V,
Dpul_Gene_154,LOC124188472,exportin-2-like,3230,4996,5243,928,1118,693,1253,2236,g1918,3787,1664,1395,431,210,146,537,939,686,FBgn0022213,Cse1,Chromosome segregation 1,
Dpul_Gene_155,LOC124188473,uncharacterized protein LOC124188473 isoform X2,57,205,512,645,1510,662,313,359,g1919,25,45,38,25,53,315,252,129,311,,,,
Dpul_Gene_156,LOC124188474,E3 ubiquitin-protein ligase Siah1-like isoform X1,261,806,1804,788,1173,386,363,425,g1920,995,565,483,313,303,268,561,409,327,FBgn0003410,sina,seven in absentia,
Dpul_Gene_157,LOC124188476,uncharacterized protein LOC124188476,14,55,148,48,7357,670,392,1554,g1933,15,39,36,46,128,426,648,563,836,FBgn0051779,Acp24A4,Accessory gland protein 24A4,
Dpul_Gene_158,LOC124188477,uncharacterized protein LOC124188477,374,57,641,456,4864,722,1189,754,g1944,124,11,2,34,71,196,645,1705,1124,FBgn0032666,CG5758,0,
Dpul_Gene_159,LOC124188478,fatty-acid amide hydrolase 2-like,1,19,712,476,402,213,78,1163,g1926,0,41,61,42,41,96,71,82,234,FBgn0033717,CG8839,0,
Dpul_Gene_160,LOC124188479,fatty-acid amide hydrolase 2-like,447,1253,3605,2191,4377,1075,796,908,g1924,544,573,499,385,479,635,622,597,597,FBgn0033717,CG8839,0,
Dpul_Gene_161,LOC124188481,uncharacterized protein LOC124188481 isoform X1,15,1,285,2936,1672,4585,6361,3979,g1939,1,1,2,268,3765,780,3125,2970,1215,,,,
Dpul_Gene_162,LOC124188483,UV excision repair protein RAD23 homolog B-like,2009,5888,9681,2814,3071,1205,2026,1409,g1923,5020,6610,5872,2554,1873,1225,1633,2189,1045,FBgn0026777,Rad23,Rad23,
Dpul_Gene_163,LOC124188484,solute carrier family 35 member E1 homolog,370,1156,3472,1489,1725,658,678,505,g1921,827,565,619,521,650,323,303,415,173,FBgn0031183,CG14621,0,
Dpul_Gene_164,LOC124188485,syntaxin-1A-like,9,7,230,270,506,280,219,306,g1925,4,2,3,15,24,53,129,75,55,FBgn0013343,Syx1A,Syntaxin 1A,
Dpul_Gene_165,LOC124188486,uncharacterized protein LOC124188486,78,14,178,576,1598,2263,2581,2855,g1931,20,13,4,17,157,69,424,210,105,,,,
Dpul_Gene_166,LOC124188487,uncharacterized protein LOC124188487 isoform X1,218,377,1724,1198,2462,1396,1245,950,g1927,284,171,193,474,830,776,855,877,681,FBgn0032666,CG5758,0,
Dpul_Gene_167,LOC124188488,uncharacterized protein LOC124188488,0,0,109,649,1212,2747,3763,3107,g1940,0,0,0,57,617,417,1395,1557,938,,,,
Dpul_Gene_168,LOC124188490,peroxisomal membrane protein 4-like,205,998,3464,1567,1092,436,629,475,g1922,667,986,1083,1024,1311,646,336,527,265,FBgn0004598,Fur2,Furin 2,
Dpul_Gene_169,LOC124188494,protein C10-like,139,544,1141,427,544,233,213,144,g1945,386,528,552,371,343,240,204,192,123,FBgn0031403,CG15387,0,
Dpul_Gene_170,LOC124188495,focal adhesion kinase 1-like isoform X9,1264,3530,8976,5739,9235,3316,3112,1903,g1951,1259,996,910,744,917,1058,6198,3551,2325,FBgn0020440,Fak,Focal adhesion kinase,
Dpul_Gene_171,LOC124188496,uncharacterized protein LOC124188496,0,12,661,587,1339,459,364,64,g1946,0,1,2,68,125,123,783,459,290,FBgn0264753,Rgk1,"Rad, Gem/Kir family member 1",
Dpul_Gene_172,LOC124188497,40S ribosomal protein S12-like,4906,24370,39563,13183,13669,7063,7664,8109,g1947,13175,34320,35964,24388,15998,10404,4487,9154,5671,FBgn0286213,RpS12,Ribosomal protein S12,
Dpul_Gene_173,LOC124188498,kelch-like protein diablo,1414,5524,11835,4452,7741,1888,2029,1465,g1948,1113,1515,1413,983,838,651,1209,1009,634,FBgn0040230,dbo,diablo,
Dpul_Gene_174,LOC124188501,multivesicular body subunit 12B-like,308,2548,5100,1929,2160,1007,890,525,g227,292,1112,912,498,431,411,1185,684,294,FBgn0030894,Mvb12,Multivesicular body subunit 12,
Dpul_Gene_175,LOC124188508,basement membrane-specific heparan sulfate proteoglycan core protein-like isoform X20,102,4298,49573,57136,119674,26782,27953,25165,g1959,22,181,262,1340,2367,4474,52596,44262,37177,FBgn0284408,trol,terribly reduced optic lobes,
Dpul_Gene_176,LOC124188512,protein eyes shut-like,17,32,684,422,789,260,278,57,g1955,2,2,2,45,106,81,348,219,132,FBgn0031414,eys,eyes shut,
Dpul_Gene_177,LOC124188513,SET and MYND domain-containing protein 4-like,0,25,2423,2183,3878,313,379,106,g1961,0,14,25,245,238,561,449,506,558,FBgn0036282,Smyd4-2,"SET and MYND domain containing, class 4, member 2",
Dpul_Gene_178,LOC124188514,formimidoyltransferase-cyclodeaminase-like,103,2792,581,599,2561,1670,1368,1491,g1960,45,361,351,61,184,272,1177,916,1258,FBgn0028434,Ercc1,Ercc1,
Dpul_Gene_179,LOC124188515,PDF receptor-like,0,5,112,250,863,266,265,95,g1958,0,0,0,26,116,110,328,281,233,FBgn0260753,Pdfr,Pigment-dispersing factor receptor,
Dpul_Gene_180,LOC124188516,neugrin-like isoform X1,1044,2735,8360,2998,2505,641,1142,887,g1954,1106,1495,1336,897,513,559,365,862,471,FBgn0039336,CG4553,0,
Dpul_Gene_181,LOC124188517,uncharacterized protein LOC124188517 isoform X2,206,1004,2219,1136,1505,553,608,410,g1953,875,1633,1580,986,873,1150,1032,966,612,FBgn0034362,CG5323,0,
Dpul_Gene_182,LOC124188518,plasmolipin-like,77,631,2973,1400,2694,948,830,262,g1956,142,301,400,373,337,498,1187,845,450,FBgn0030234,CG15211,0,
Dpul_Gene_183,LOC124188520,fatty acid amide hydrolase 1-like,125,388,1979,977,1968,418,420,321,g1963,221,148,145,266,284,258,158,199,223,FBgn0037547,CG7910,0,
Dpul_Gene_184,LOC124188521,transient receptor potential channel pyrexia-like,1,6,450,1254,5701,1650,2397,1302,g1969,1,0,0,34,308,296,3442,1627,818,FBgn0035113,pyx,pyrexia,
Dpul_Gene_185,LOC124188522,chitooligosaccharidolytic beta-N-acetylglucosaminidase-like,9,61,275,1183,2933,1235,432,219,g1971,1820,8533,7974,5891,9442,5268,2006,3027,2536,,,,
Dpul_Gene_186,LOC124188523,adenosylhomocysteinase-like,4564,7142,21714,11115,9129,18245,17501,18279,g1972,9819,3641,3775,3593,4641,2741,13274,14572,11294,FBgn0014455,Ahcy,Adenosylhomocysteinase,
Dpul_Gene_187,LOC124188524,V-type proton ATPase subunit d 1,968,1743,7293,6316,13585,2150,2390,1729,g1973,1963,1278,1197,1609,2585,4666,2924,2376,1313,FBgn0285910,VhaAC39-1,Vacuolar H[+] ATPase AC39 subunit 1,
Dpul_Gene_188,LOC124188525,laminin subunit gamma-1-like isoform X1,2037,22662,35822,13275,18167,3276,3139,1960,g580,530,3611,2752,1048,518,1334,6248,6019,4279,FBgn0267348,LanB2,Laminin B2,
Dpul_Gene_189,LOC124188526,short-chain dehydrogenase TIC 32 B%2C chloroplastic-like,53,924,2720,1389,872,522,511,230,g1965,46,336,328,207,263,194,126,190,79,FBgn0034500,CG11200,Carbonyl reductase,
Dpul_Gene_190,LOC124188527,probable tRNA(His) guanylyltransferase isoform X3,192,776,1227,289,333,232,175,186,g1974,531,489,437,128,68,37,37,59,49,FBgn0283659,THG,tRNA-histidine guanylyltransferase,
Dpul_Gene_191,LOC124188528,60S ribosomal protein L5-like,13175,68635,106264,33830,35150,18244,21121,22910,g1964,18932,45836,45161,25178,16222,9814,10234,20965,15170,FBgn0064225,RpL5,Ribosomal protein L5,
Dpul_Gene_192,LOC124188529,putative hydroxypyruvate isomerase,726,794,3360,4363,2649,1536,1996,1626,g1970,1842,743,804,1620,3255,1757,1839,1538,976,FBgn0011770,Gip,GIP-like,
Dpul_Gene_193,LOC124188531,uncharacterized protein LOC124188531 isoform X2,523,124,268,40,220,58,50,644,g1975,96,22,19,7,6,12,26,22,46,FBgn0017414,cag,cag,
Dpul_Gene_194,LOC124188532,threonylcarbamoyladenosine tRNA methylthiotransferase-like,910,2502,3820,1092,1485,640,1078,935,g1976,1129,971,788,313,167,159,520,735,359,FBgn0034214,CG6550,0,
Dpul_Gene_195,LOC124188533,zinc finger protein OZF-like isoform X1,110,2183,5876,1942,2453,591,563,451,g1977,26,599,745,509,284,222,337,300,391,FBgn0037120,CG11247,0,zf-C2H2
Dpul_Gene_196,LOC124188534,diacylglycerol O-acyltransferase 1-like,1032,1636,3546,1355,1724,678,517,1286,g1978,1456,525,383,180,152,277,431,336,478,FBgn0004797,mdy,midway,
Dpul_Gene_197,LOC124188535,ileal sodium/bile acid cotransporter-like,74,270,2498,864,7629,1727,1458,1190,g1981,209,9,8,342,225,447,1535,567,442,FBgn0030638,CG11655,0,
Dpul_Gene_198,LOC124188536,uncharacterized protein LOC124188536 isoform X1,212,1152,4168,3662,9662,2781,2350,1354,g587,44,166,149,219,553,1315,2517,1581,1052,FBgn0039464,CG6330,0,
Dpul_Gene_199,LOC124188537,serine/threonine-protein kinase Nek1-like,0,10,162,92,170,96,53,29,g1980,1,7,12,42,52,33,76,44,34,FBgn0045980,niki,nimA-like kinase,
Dpul_Gene_200,LOC124188538,ubiquitin-conjugating enzyme E2 variant 2-like,1721,6151,10221,2833,3786,1280,1525,1706,g1979,4750,6136,5827,2712,1847,1229,827,1258,829,FBgn0035601,Uev1A,Ubiquitin-conjugating enzyme variant 1A,
Dpul_Gene_201,LOC124188541,fibroin heavy chain-like,49,222,1958,4533,6414,1379,1933,689,g861,56,123,127,195,987,1886,170,964,513,FBgn0032596,Prosbeta4,Proteasome beta4 subunit,
Dpul_Gene_202,LOC124188546,ERI1 exoribonuclease 2-like isoform X3,246,1427,4840,2926,3703,1426,906,846,g1989,143,267,222,223,343,316,479,327,388,FBgn0265192,Snp,Snipper,
Dpul_Gene_203,LOC124188547,RAB6-interacting golgin-like isoform X2,419,949,4469,3324,3319,1877,1440,1076,g1988,533,275,296,442,1075,546,641,539,490,FBgn0053052,Gorab,"Golgin, RAB6 interacting",
Dpul_Gene_204,LOC124188548,G-protein-signaling modulator 2-like isoform X4,2845,9113,10852,3781,6884,3295,2985,1929,g1991,1136,1285,1023,331,236,344,2433,1899,1180,FBgn0040080,pins,partner of inscuteable,
Dpul_Gene_205,LOC124188549,ubiquinone biosynthesis protein COQ4 homolog%2C mitochondrial-like,181,1304,2919,1710,3869,738,588,455,g1990,163,335,373,296,384,393,539,459,464,FBgn0052174,Coq4,Coenzyme Q4,
Dpul_Gene_206,LOC124188550,uncharacterized protein LOC124188550 isoform X2,332,59,1165,348,361,100,105,287,g1992,249,15,32,162,80,57,94,58,88,FBgn0024189,sns,sticks and stones,
Dpul_Gene_207,LOC124188551,quinone oxidoreductase-like isoform X3,374,1279,5877,3378,25482,1436,1510,1376,g579,513,1121,1136,2936,2136,2097,420,826,1776,,,,
Dpul_Gene_208,LOC124188552,carboxypeptidase D-like isoform X1,936,2282,3881,1967,4559,1197,927,410,g1994,254,376,110,99,145,289,1241,724,505,FBgn0030778,CG4678,0,
Dpul_Gene_209,LOC124188553,uncharacterized protein LOC124188553,77,0,17,10,9,0,1,0,g1995,13,1,0,0,1,2,2,1,2,FBgn0283724,Girdin,Girdin,
Dpul_Gene_210,LOC124188554,uncharacterized protein LOC124188554 isoform X1,2407,10011,15156,3769,4724,2339,2287,1495,g1996,1212,2475,2156,858,620,358,1160,988,813,FBgn0027567,CG8108,0,
Dpul_Gene_211,LOC124188555,peptidyl-prolyl cis-trans isomerase-like 3,742,2735,4097,745,971,280,340,602,g1997,958,915,913,353,237,102,76,110,81,FBgn0033527,CG11777,0,
Dpul_Gene_212,LOC124188560,uncharacterized protein LOC124188560,778,1337,2415,838,1354,465,584,538,g3609,1673,1017,936,641,651,555,1093,1118,839,FBgn0036509,CG7739,0,
Dpul_Gene_213,LOC124188562,uncharacterized protein LOC124188562,1,0,9,15,31,24,10,13,g3613,0,0,0,1,2,4,27,15,16,FBgn0051720,mthl15,methuselah-like 15,
Dpul_Gene_214,LOC124188563,WAS/WASL-interacting protein family member 3-like isoform X1,287,809,2047,941,2176,548,766,557,g3614,54,137,146,134,150,105,971,729,682,FBgn0243516,Vrp1,Verprolin 1,
Dpul_Gene_215,LOC124188564,argininosuccinate lyase-like,12,4,6,78,799,474,408,224,g3612,8,2,1,1,10,169,344,348,323,FBgn0032076,Argl,Argininosuccinate lyase,
Dpul_Gene_216,LOC124188565,uncharacterized protein LOC124188565 isoform X1,40,163,704,373,629,329,181,130,g3610,0,0,0,6,12,30,27,20,22,FBgn0033187,PIG-G,Phosphatidylinositol glycan anchor biosynthesis class G,
Dpul_Gene_217,LOC124188566,uncharacterized protein LOC124188566 isoform X2,2527,12250,17588,3753,5706,2193,2101,1774,g2474,944,1882,1370,520,236,200,1321,1266,1025,FBgn0025874,Meics,Meiotic central spindle,zf-C2H2
Dpul_Gene_218,LOC124188567,transcription factor Sox-10-like isoform X2,0,74,371,133,185,77,87,62,g2479,0,14,19,15,26,22,111,125,142,FBgn0024288,Sox100B,Sox100B,HMG_box
Dpul_Gene_219,LOC124188568,voltage-gated potassium channel subunit beta-2-like isoform X2,4,24,242,733,3109,1230,967,375,g2472,2,16,21,50,150,444,1851,1220,964,FBgn0263220,Hk,Hyperkinetic,
Dpul_Gene_220,LOC124188570,zinc transporter ZIP9-like,207,866,1897,636,665,408,406,392,g2473,783,632,619,384,404,163,290,287,169,FBgn0039902,Zip102B,Zinc/iron regulated transporter-related protein 102B,
Dpul_Gene_221,LOC124188571,probable peptidyl-tRNA hydrolase 2,572,1338,2536,953,1144,519,740,702,g2475,1840,942,794,397,272,126,299,374,200,FBgn0026566,CG1307,0,
Dpul_Gene_222,LOC124188572,nicotinamide riboside kinase 2-like,618,1494,2200,500,469,326,562,398,g2478,1485,1183,985,489,356,156,373,455,226,FBgn0035436,CG12016,0,
Dpul_Gene_223,LOC124188573,uncharacterized protein LOC124188573,2306,9175,19598,7744,16111,6169,6176,4465,g2477,2819,5150,4724,3148,3436,2816,8029,4956,5034,FBgn0032305,CG6700,0,
Dpul_Gene_224,LOC124188575,protein TSSC4-like,311,577,1343,476,703,207,246,280,g2480,838,563,501,276,219,173,161,175,116,FBgn0036063,CG6674,0,
Dpul_Gene_225,LOC124188577,uncharacterized protein LOC124188577 isoform X1,1908,4461,5754,1194,1405,1046,1141,1332,g2483,1053,998,776,278,211,149,668,764,615,FBgn0053196,dpy,dumpy,
Dpul_Gene_226,LOC124188578,uncharacterized protein LOC124188578,0,0,5,3,178,29,42,2,g586,0,0,0,3,2,92,12,63,17,FBgn0035845,CG13675,0,
Dpul_Gene_227,LOC124188579,histone-lysine N-methyltransferase Suv4-20-like,1148,3496,6507,2036,2246,835,733,765,g2485,1338,1115,912,433,313,230,677,524,399,FBgn0025639,Hmt4-20,Histone methyltransferase 4-20,
Dpul_Gene_228,LOC124188580,protein SPT2 homolog,1855,3663,7696,2652,4013,1190,1214,1542,g2486,2650,1243,1009,567,503,425,746,798,724,FBgn0027574,CG5815,0,
Dpul_Gene_229,LOC124188581,neuronal acetylcholine receptor subunit alpha-2-like isoform X2,22,76,1408,2045,6404,11700,10907,41566,g2484,49,25,10,33,156,1491,3382,3475,4732,FBgn0031261,nAChRbeta3,nicotinic Acetylcholine Receptor beta3,
Dpul_Gene_230,LOC124188582,endoglucanase B-like,0,1,27,32,122,950,634,563,g2494,1,11,10,3,42,115,416,779,943,FBgn0038123,CG8508,0,
Dpul_Gene_231,LOC124188583,protein king tubby-like,245,845,2045,817,1327,362,375,501,g2491,222,338,366,260,286,219,284,255,211,FBgn0015721,ktub,king tubby,
Dpul_Gene_232,LOC124188584,uncharacterized protein LOC124188584,307,771,2279,1142,1696,628,482,289,g2492,702,430,321,204,209,406,326,341,215,FBgn0032175,CG13131,0,
Dpul_Gene_233,LOC124188585,uncharacterized protein LOC124188585,134,545,1404,374,503,161,57,74,g2493,184,273,251,138,111,69,91,46,35,FBgn0020261,pcm,pacman,
Dpul_Gene_234,LOC124188586,U-scoloptoxin(01)-Er1a-like,0,2,2428,817,10248,1136,817,3148,g588,3,7,15,1954,787,970,116,486,2221,FBgn0035427,ckd,cracked,
Dpul_Gene_235,LOC124188587,protein FAM151B-like isoform X2,305,1767,3718,760,1673,287,289,89,g2488,73,764,628,370,158,256,100,194,164,FBgn0031968,CG7231,0,
Dpul_Gene_236,LOC124188588,protein FAM151B-like,3,319,1260,504,2895,322,345,302,g2489,2,124,236,698,669,249,51,101,145,,,,
Dpul_Gene_237,LOC124188589,ras-related protein Rab-34-like,3,45,386,77,332,56,29,21,g2490,4,19,39,64,29,14,14,7,7,,,,
Dpul_Gene_238,LOC124188594,cadherin-related tumor suppressor-like,10395,77023,112115,33440,19448,15227,18786,4630,g2506,1012,5370,4974,3221,2812,743,26380,15845,5792,FBgn0001075,ft,fat,
Dpul_Gene_239,LOC124188595,multiple coagulation factor deficiency protein 2 homolog isoform X1,0,0,8,116,204,56,18,38,g984,0,0,0,1,15,70,69,39,58,FBgn0037798,CG12817,0,
Dpul_Gene_240,LOC124188596,dnaJ homolog subfamily C member 16-like,413,2416,8293,4642,7397,2264,1500,728,g2504,260,773,696,592,667,865,1413,1064,649,FBgn0287183,l(3)80Fg,lethal (3) 80Fg,
Dpul_Gene_241,LOC124188597,MICOS complex subunit Mic10-like,359,2029,6446,3837,7218,1816,1496,1136,g2503,1296,1568,1738,1646,2042,2364,1304,1247,776,FBgn0040871,CG12479,0,
Dpul_Gene_242,LOC124188600,KICSTOR complex protein SZT2-like isoform X1,953,4859,12087,6025,12546,5998,4025,3595,g3419,152,601,575,610,660,697,9110,4457,5077,FBgn0037236,Skp2,S-phase kinase-associated protein 2,
Dpul_Gene_243,LOC124188602,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 7-like,320,1053,3419,2078,4023,1106,793,609,g3420,846,954,1139,1134,1436,1952,1187,898,476,FBgn0025839,ND-B14.5A,NADH dehydrogenase (ubiquinone) B14.5 A subunit,
Dpul_Gene_244,LOC124188603,ecdysone receptor-like isoform X1,1368,2319,7085,4862,12460,4348,5506,2706,g3617,310,219,147,254,782,207,8449,3890,1989,FBgn0000546,EcR,Ecdysone receptor,zf-C4
Dpul_Gene_245,LOC124188604,26S proteasome regulatory subunit 8,2995,7991,13020,4245,4759,1483,2027,1659,g3615,3944,4258,3448,1643,1198,906,1431,1796,933,FBgn0020369,Rpt6,Regulatory particle triple-A ATPase 6,
Dpul_Gene_246,LOC124188605,band 4.1-like protein 4A isoform X1,251,7007,11262,3144,6317,1420,1906,919,g1691,93,1612,1879,1123,803,377,6308,5124,3897,FBgn0085376,CG34347,0,
Dpul_Gene_247,LOC124188607,kelch domain-containing protein 4-like,898,2351,3858,910,883,392,898,717,g1688,1272,1550,1234,523,296,157,373,577,238,FBgn0036301,CG4069,0,
Dpul_Gene_248,LOC124188608,28S ribosomal protein S27%2C mitochondrial-like,750,2161,6959,2809,2605,648,860,640,g1689,987,1046,1050,813,479,661,296,743,417,FBgn0025336,CG4882,0,
Dpul_Gene_249,LOC124188609,39S ribosomal protein L54%2C mitochondrial-like,198,1189,2458,1105,1051,237,456,236,g1690,789,799,858,734,547,469,86,347,179,FBgn0034579,mRpL54,mitochondrial ribosomal protein L54,
Dpul_Gene_250,LOC124188610,transformation/transcription domain-associated protein-like,9629,28900,37367,8354,8946,5973,6968,4751,g2384,3503,4148,2757,1159,729,455,5566,5516,3658,,,,
Dpul_Gene_251,LOC124188613,WD repeat-containing protein 76-like isoform X2,3079,204,436,186,534,216,126,3091,g3723,2296,71,48,24,7,58,37,84,623,FBgn0029892,CG3184,0,
Dpul_Gene_252,LOC124188614,hormone-sensitive lipase-like,681,1356,2106,820,1086,444,349,601,g3720,1403,775,576,242,229,198,799,529,383,FBgn0034491,Hsl,Hormone-sensitive lipase,
Dpul_Gene_253,LOC124188615,uncharacterized protein LOC124188615,76,98,183,57,101,41,10,239,g3722,154,26,19,8,2,5,8,10,64,,,,
