CON21 Name,A,B,C,D,E,F,G,H,I,Fly Name (ZQ),Fly Description (ZQ),KAP4 Protein,KAP4 Locus,KAP4 Descritpion,C. elegans,Human,Honeybee,Mouse,Zebrafish,Silkworm,Mosquito,Cluster
g14102,157,589,534,601,529,566,3140,4043,3410,Itpr,"Inositol 1,4,5,-trisphosphate receptor",XP_046450302.1,LOC124198492,inositol 1%2C4%2C5-trisphosphate receptor-like,F33D4.2d.1,ENSP00000397885.2,,ENSMUSP00000032192.7,ENSDARP00000123931.1,XP_037876699.1,XP_021697929.1,14
g6191,46,40,86,651,313,1625,3274,3676,4028,,,XP_046442007.1,LOC124192643,aminopeptidase N-like,,,XP_396261.2,ENSMUSP00000035943.7,ENSDARP00000141883.1,XP_037868658.1,XP_021712943.1,14
g9333,16,134,169,106,151,193,2859,4019,3395,AdamTS-A,ADAM metallopeptidase with thrombospondin type 1 motif A,XP_046444849.1,LOC124194626,A disintegrin and metalloproteinase with thrombospondin motifs 9-like isoform X3,F25H8.3a.2,ENSP00000418735.1,XP_006561638.2,ENSMUSP00000121696.2,ENSDARP00000097538.2,,XP_021708411.1,14
g14132,18,218,268,426,317,516,4003,2871,2705,bru1,bruno 1,XP_046449842.1,LOC124198178,CUGBP Elav-like family member 1 isoform X3,T01D1.2e.4,,XP_026294975.1,,,XP_012548678.1,XP_021703810.1,1
g21738,238,1388,950,813,583,1850,109,2773,3979,Osi24,Osiris 24,XP_046459578.1,LOC124206016,uncharacterized protein LOC124206016,,ENSP00000494667.1,XP_006561052.1,,,XP_004926122.1,XP_021693391.1,2
g10852,1,57,51,1579,3021,2269,528,1916,3976,,,,,,,,,,,,,2
g670,59,312,229,148,148,272,3965,3409,2784,,,XP_046451170.1,LOC124199407,alpha-protein kinase 1-like isoform X1,,,XP_006568448.1,ENSMUSP00000114964.2,,XP_012547962.2,XP_021702659.1,1
g4573,2,698,913,695,324,371,3745,2257,3937,sev,sevenless,XP_046440294.1,LOC124191242,proto-oncogene tyrosine-protein kinase ROS-like,C16D9.2.1,ENSP00000357493.3,XP_006571431.2,ENSMUSP00000020045.4,ENSDARP00000118327.3,XP_012551361.2,XP_021695168.1,2
g12350,708,1606,1142,2450,355,1288,2018,2618,3930,Peritrophin-A,Peritrophin A,XP_046449865.1,LOC124198202,protein obstructor-E-like,,,XP_003251344.1,,,XP_004928640.1,XP_021704731.1,2
g2501,95,173,96,40,44,108,3370,2554,3916,CG6867,0,XP_046463219.1,LOC124209320,uncharacterized protein LOC124209320,M01A12.1.1,ENSP00000359855.1,,ENSMUSP00000132535.2,,,,2
g20691,412,65,107,329,437,449,3904,2596,2497,Rhp,Rhophilin,XP_046459945.1,LOC124206266,rhophilin-2-like isoform X2,,ENSP00000254260.2,XP_026301893.1,ENSMUSP00000082692.4,ENSDARP00000068796.6,XP_004926028.2,XP_021694704.1,1
g6550,478,131,130,418,642,572,3897,3609,3171,Hers,Histone gene-specific Epigenetic Repressor in late S phase,XP_046442184.1,LOC124192754,serine-rich adhesin for platelets-like,,ENSP00000454101.1,XP_006557686.2,ENSMUSP00000043130.7,ENSDARP00000104701.1,XP_021205024.1,XP_021710310.1,1
g24251,6,718,1033,920,523,886,475,3768,2831,m,miniature,XP_046461892.1,LOC124208191,uncharacterized protein LOC124208191,,,XP_392051.1,,,XP_004923535.1,XP_021697524.1,14
g10609,32,137,143,279,324,1559,1502,3760,2450,MFS3,Major Facilitator Superfamily Transporter 3,XP_046446369.1,LOC124195816,sialin-like,,,XP_394396.2,,,XP_004926297.1,XP_021701514.1,14
g24458,17,2,0,0,0,46,770,1404,3698,,,XP_046461577.1,LOC124207967,uncharacterized protein LOC124207967 isoform X1,,,,,,,,14
g20528,1,12,21,45,64,1379,1370,2997,3679,,,,,,,ENSP00000337131.4,,ENSMUSP00000108335.2,ENSDARP00000056419.3,,,14
g387,2,12,14,61,163,266,3667,2445,1308,side-VII,sidestep VII,XP_046439072.1,LOC124190454,nephrin-like isoform X1,,ENSP00000465570.1,,ENSMUSP00000142275.2,,XP_037876430.1,,1
g25652,3,79,72,84,262,217,3509,3666,2518,,,XP_046463419.1,LOC124209472,uncharacterized protein LOC124209472,Y47D3B.4.1,,XP_397062.3,,ENSDARP00000071026.4,XP_037872452.1,XP_021705816.1,4
g680,137,1087,1071,294,283,1718,3107,3658,1460,,,XP_046450823.1,LOC124198809,facilitated trehalose transporter Tret1-2 homolog,,,,,,XP_037866889.1,,4
g17298,2799,1369,1480,1686,2475,3303,3268,3553,2804,Got2,Glutamate oxaloacetate transaminase 2,XP_046452781.1,LOC124200557,uncharacterized protein LOC124200557,T01C8.5.1,ENSP00000359539.5,XP_026301294.1,ENSMUSP00000026196.8,ENSDARP00000129948.1,XP_004923040.1,XP_001662725.1,1
g18409,2,56,70,121,157,138,3497,2502,1683,vn,vein,XP_046453806.1,LOC124201689,uncharacterized protein LOC124201689 isoform X1,,ENSP00000289409.4,XP_016767640.1,ENSMUSP00000111378.2,ENSDARP00000108874.2,XP_004925912.2,XP_021697922.1,4
g3937,11,74,79,154,468,991,1530,2277,3485,,,,,,,,,,,XP_037872628.1,,14
g19406,157,1896,2016,927,910,1532,1868,2238,3398,Cad99C,Cadherin 99C,XP_046453727.1,LOC124201608,cadherin-99C-like isoform X2,F15B9.7a.1,ENSP00000478076.1,XP_016772146.2,ENSMUSP00000122466.3,ENSDARP00000097169.4,XP_037867332.1,XP_021709340.1,2
g26640,43,255,367,797,670,478,3234,3390,3325,CG6040,0,XP_046462108.1,LOC124208439,mucin-5AC-like isoform X1,ZC455.1e.1,,XP_006561067.2,,,XP_012549824.2,,14
g26916,97,437,420,349,908,828,3388,2042,2157,CG10939,0,XP_046464210.1,LOC124209996,Na(+)/H(+) exchange regulatory cofactor NHE-RF2-like,C01F6.6c.1,ENSP00000402857.2,XP_396656.1,ENSMUSP00000157103.2,ENSDARP00000132404.2,XP_004923504.1,XP_001663319.1,1
g6839,187,862,660,581,383,602,3361,3295,2697,,,,,,H05G16.1a.2,ENSP00000486597.1,XP_016770218.1,ENSMUSP00000113790.2,ENSDARP00000115997.1,XP_004923046.2,XP_021705468.1,14
g20529,1,22,40,66,83,1228,1215,2484,3310,Alas,Aminolevulinate synthase,XP_046459234.1,LOC124205766,5-aminolevulinate synthase%2C erythroid-specific%2C mitochondrial-like isoform X2,,,XP_624475.1,,ENSDARP00000138764.1,XP_004922915.1,XP_021710500.1,14
g16454,20,1,0,19,390,214,2192,3279,2613,,,XP_046453108.1,LOC124200830,transmembrane protease serine 9-like,,,,,,,,14
g17464,0,400,429,176,94,63,3223,1910,1148,Ubx,Ultrabithorax,XP_046452017.1,LOC124199977,homeotic protein ultrabithorax-like,,,NP_001162171.1,,,XP_012549555.2,XP_021694195.1,1
g21821,26,124,174,498,530,1637,3207,2614,2015,CG13124,0,XP_046457150.1,LOC124204162,polyadenylate-binding protein-interacting protein 1-like isoform X1,F44A2.5b.1,ENSP00000463493.2,XP_026295253.1,ENSMUSP00000021087.8,ENSDARP00000141567.1,XP_037868575.1,XP_021701045.1,4
g22330,1,6,7,3,48,827,179,2389,3196,Lcp9,Larval cuticle protein 9,XP_046459357.1,LOC124205864,synaptojanin-1-like isoform X2,,ENSP00000354891.4,,,,,,1
g12836,266,878,990,622,195,518,3154,1913,2668,,,XP_046449339.1,LOC124197837,alpha-1-inhibitor 3-like,ZK337.1c.2,ENSP00000323929.8,XP_016768602.2,ENSMUSP00000145242.2,ENSDARP00000073195.4,XP_037873623.1,,1
g22498,1571,618,506,671,930,594,2002,3064,2005,garz,gartenzwerg,XP_046460080.1,LOC124206334,Golgi-specific brefeldin A-resistance guanine nucleotide exchange factor 1-like isoform X2,C24H11.7a.1,ENSP00000503565.1,XP_026300767.1,ENSMUSP00000026254.8,ENSDARP00000143759.2,XP_037874440.1,XP_001653922.2,1
g18198,311,1098,908,660,726,726,3044,2435,2067,CG30389,0,,,,D2092.5.1,,,,,XP_037874937.1,,1
g9672,677,164,144,148,232,613,2986,2841,3004,cdi,center divider,XP_046445577.1,LOC124195116,dual specificity testis-specific protein kinase 1-like isoform X2,,,XP_396830.4,,,,,14
g8512,64,745,763,546,391,276,2989,2461,2406,robo3,roundabout 3,XP_046444087.1,LOC124194096,protein sax-3-like isoform X2,ZK377.2b.1,ENSP00000512729.1,,ENSMUSP00000154010.2,ENSDARP00000087907.5,XP_021204771.2,XP_021701765.1,14
g16109,966,205,141,61,77,130,2903,2121,2214,,,XP_046453031.1,LOC124200780,uncharacterized protein LOC124200780,Y119D3B.9.1,,,,,,,1
g27122,3,583,366,382,226,1762,2887,2195,2383,cv-d,crossveinless d,XP_046463734.1,LOC124209680,uncharacterized protein LOC124209680,,,,,,XP_037876897.1,,1
g6588,2236,1319,1413,652,466,750,2879,2462,2599,,,,,,,,,,ENSDARP00000127377.1,,,1
g678,32,287,375,593,371,853,1533,1896,2875,CG11498,0,XP_046450739.1,LOC124198756,uncharacterized protein LOC124198756 isoform X2,F49E10.4.1,,XP_026301422.1,,ENSDARP00000103183.2,XP_004922125.1,XP_021692937.1,2
g22163,0,10,16,192,2748,995,1051,2854,2476,mwh,multiple wing hairs,XP_046458695.1,LOC124205349,uncharacterized protein LOC124205349,Y48G9A.4.3,,XP_393985.4,,,XP_012546433.2,XP_021707294.1,1
g10681,254,1208,1268,709,1217,1430,976,2786,2824,Np,Notopleural,XP_046446248.1,LOC124195738,serine proteinase stubble-like isoform X1,,ENSP00000306390.3,XP_006561075.2,ENSMUSP00000056483.6,ENSDARP00000085529.6,XP_012551872.2,XP_021702119.1,14
g25586,786,17,20,150,515,1978,1653,1818,2784,Myo61F,Myosin 61F,XP_046463368.1,LOC124209430,unconventional myosin IC-like,,ENSP00000437685.2,XP_026295227.1,ENSMUSP00000104069.3,ENSDARP00000143801.2,XP_037868448.1,XP_021708645.1,2
g6738,15,0,0,11,18,749,389,2780,1080,Cpr50Cb,Cuticular protein 50Cb,,,,,,,,,,,1
g1496,11,159,184,159,145,107,2777,1570,1343,par-1,par-1,XP_046463595.1,LOC124209588,serine/threonine-protein kinase pim-3-like isoform X1,,ENSP00000353824.4,,ENSMUSP00000044603.10,ENSDARP00000132458.1,,,14
g854,281,11,10,11,47,105,2771,1986,1599,CG4995,0,XP_046443695.1,LOC124193770,mitochondrial basic amino acids transporter-like,C54G10.4a.2,ENSP00000352167.3,XP_001121709.2,ENSMUSP00000021693.4,ENSDARP00000077862.4,XP_004926545.1,XP_021702719.1,1
g5988,10,31,12,11,60,57,936,1347,2749,,,XP_046440542.1,LOC124191392,uncharacterized protein LOC124191392,,,,,,,,14
g20527,0,10,18,41,51,966,978,2153,2739,,,,,,T25B9.1.1,ENSP00000337131.4,,,,,,14
g5253,423,1438,1272,897,691,497,2392,2727,2198,d,dachs,XP_046440482.1,LOC124191346,unconventional myosin-Vb-like isoform X2,T10H10.1.1,,XP_624098.3,,,XP_037870078.1,XP_021700954.1,2
g22622,0,0,0,0,0,247,1609,809,2725,,,XP_046456349.1,LOC124203650,brachyurin-like,,,,,,,,2
g2785,4,1,1,8,19,48,2722,1632,1161,Dh44-R1,Diuretic hormone 44 receptor 1,,,,,ENSP00000418722.1,XP_016766873.1,ENSMUSP00000110015.3,ENSDARP00000129646.1,XP_021208420.1,XP_001659109.2,1
g5585,29,327,522,987,288,572,1510,1729,2688,bbg,big bang,XP_046439445.1,LOC124190670,probable serine/threonine-protein kinase DDB_G0267686,K01A6.2e.1,,,,,,XP_021705312.1,14
g10405,58,4,3,23,63,98,2686,2519,2106,,,XP_046447328.1,LOC124196356,uncharacterized protein LOC124196356,,,,,ENSDARP00000142155.1,,,14
g17150,247,8,14,80,141,99,2682,2035,1422,cpo,couch potato,XP_046453432.1,LOC124201040,cell wall integrity protein scw1-like,F46A9.6.2,ENSP00000380486.4,XP_026297403.1,ENSMUSP00000140387.2,ENSDARP00000118336.1,XP_012551394.2,XP_021710258.1,1
g17413,494,117,87,143,136,1213,511,2375,2669,Pxt,Peroxinectin-like,XP_046452956.1,LOC124200698,peroxidase-like,,,,,,XP_012546139.3,,14
g26524,0,5,10,50,50,90,2636,2042,1421,sqd,squid,XP_046464155.1,LOC124209947,RNA-binding protein 24-A-like,T22B2.4a.1,ENSP00000348538.5,XP_623982.2,ENSMUSP00000043120.4,ENSDARP00000045791.5,NP_001040531.1,XP_021710333.1,1
g26907,68,378,356,110,73,905,175,1407,2614,Cpr50Cb,Cuticular protein 50Cb,XP_046462337.1,LOC124208560,adhesive plaque matrix protein-like,,,,,,XP_021202012.1,,2
g20943,1,4,4,8,16,783,389,2585,1463,,,XP_046458675.1,LOC124205327,endocuticle structural glycoprotein SgAbd-3-like,,,,,,,,1
g14058,81,320,283,276,354,600,2574,2180,2022,Mnt,Mnt,XP_046449455.1,LOC124197920,max dimerization protein 1-like isoform X1,R03E9.1.1,ENSP00000239007.7,XP_026301070.1,ENSMUSP00000107366.3,ENSDARP00000121877.1,XP_012549765.1,,14
g17488,34,236,312,668,1523,1795,1047,1357,2564,CstF50,Cleavage stimulation factor 50 kD subunit,XP_046452042.1,LOC124200007,endoglucanase F-like isoform X2,,,XP_396791.3,,,,,2
g5110,1237,481,390,325,321,625,2564,2114,1958,PIP5K59B,Phosphatidylinositol 4-phosphate 5-kinase 59B,XP_046439241.1,LOC124190555,phosphatidylinositol 4-phosphate 5-kinase type-1 gamma-like isoform X2,F55A12.3.3,ENSP00000271663.7,XP_006571137.1,ENSMUSP00000005768.8,ENSDARP00000156249.1,XP_037871126.1,XP_021702862.1,14
g696,58,213,179,134,136,140,2524,1710,1155,Mef2,Myocyte enhancer factor 2,XP_046450591.1,LOC124198657,myocyte-specific enhancer factor 2-like isoform X1,W10D5.1.1,ENSP00000487430.1,XP_397383.3,ENSMUSP00000005722.9,ENSDARP00000139550.1,NP_001036905.1,XP_021695892.1,1
g8538,378,1530,1285,652,1252,1274,933,2060,2522,CG3376,0,XP_046444129.1,LOC124194118,sphingomyelin phosphodiesterase-like isoform X2,B0252.2.1,ENSP00000340409.4,XP_026300437.1,ENSMUSP00000042187.9,ENSDARP00000124101.1,XP_012549343.1,XP_021710807.1,2
g24578,11,12,11,49,196,1697,1814,809,2521,dpy,dumpy,XP_046461440.1,LOC124207852,1%2C4-beta-D-glucan cellobiohydrolase B-like,T04D3.5.2,,,,,,,2
g5717,2,132,155,119,74,53,2512,1491,951,PsGEF,Protostome-specific GEF,XP_046439425.1,LOC124190659,uncharacterized protein LOC124190659,C18D1.1a.1,,XP_026294932.1,,,XP_037876861.1,XP_001654713.2,1
g15558,125,981,1081,1251,1586,960,2358,2147,2434,,,,,,,,,,,,,14
g17090,571,254,253,382,379,392,1584,1827,2415,,,XP_046453351.1,LOC124200979,FYVE and coiled-coil domain-containing protein 1-like isoform X1,,ENSP00000296137.2,XP_026296212.1,ENSMUSP00000139343.3,ENSDARP00000134006.1,XP_004930595.1,,1
g11670,284,954,864,794,985,1110,2411,1437,1542,CG7542,0,XP_046447987.1,LOC124196800,brachyurin-like isoform X1,ZK546.15.1,,,,,,,1
g16964,127,662,518,181,428,897,462,1181,2402,Ance,Angiotensin converting enzyme,XP_046453168.1,LOC124200861,angiotensin-converting enzyme-like isoform X2,,,XP_006569964.1,,,NP_001036859.1,XP_021703471.1,2
g6759,5,152,230,282,241,87,2399,1584,1077,bowl,brother of odd with entrails limited,XP_046442286.1,LOC124192834,protein bowel-like,C34H3.2.1,ENSP00000430780.1,XP_026300446.1,ENSMUSP00000154286.2,,XP_004927088.2,XP_021703124.1,1
g9225,11,66,58,516,1138,1252,227,2328,2028,NT1,Neurotrophin 1,XP_046443796.1,LOC124193855,uncharacterized protein LOC124193855,B0391.9.1,,XP_006562326.2,,,XP_004924277.1,XP_001659184.2,14
g10763,8,68,78,660,1561,904,2287,2318,1877,,,,,,,,,,,,,4
g6069,32,152,137,118,278,806,2312,1678,1958,CG6723,0,XP_046438114.1,LOC124189712,sodium/glucose cotransporter 1-like isoform X1,,ENSP00000266088.4,,ENSMUSP00000112597.2,ENSDARP00000138142.1,,,14
g4084,273,1281,1270,1074,1339,1018,2232,2021,2310,TrpA1,Transient receptor potential cation channel A1,XP_046439735.1,LOC124190897,von Willebrand factor A domain-containing protein 5A-like,F25H9.3.1,ENSP00000407726.2,,ENSMUSP00000113596.2,ENSDARP00000127559.1,,,14
g11432,290,790,630,317,286,220,896,2248,1545,obe,obelus,XP_046447124.1,LOC124196252,activating signal cointegrator 1 complex subunit 3-like,Y54E2A.4a.1,ENSP00000358159.2,XP_026299667.1,ENSMUSP00000036726.9,ENSDARP00000106925.4,XP_012550319.2,XP_021709809.1,2
g22198,2,0,1,1,1,995,416,2235,422,,,XP_046457075.1,LOC124204106,adhesive plaque matrix protein-like,,,,,,,,1
g25031,24,3,2,47,128,1219,1457,2232,1848,CG7384,0,,,,,ENSP00000486505.1,,,,XP_037869753.1,XP_021701413.1,14
g23059,7,18,17,14,18,227,2195,2071,2207,,,,,,,ENSP00000253801.1,,ENSMUSP00000005364.6,ENSDARP00000128434.1,,XP_001648840.1,14
g10862,96,418,359,256,223,111,797,798,2161,kis,kismet,XP_046446581.1,LOC124195931,vitellogenin-like isoform X3,C15F1.7b.1,,NP_001171498.1,,,NP_001037084.1,,14
g2078,109,38,47,121,550,901,243,1510,2156,f,forked,XP_046464534.1,LOC124210484,serine-rich adhesin for platelets-like isoform X4,,ENSP00000496593.1,XP_016772895.2,ENSMUSP00000122464.2,ENSDARP00000115906.1,XP_037875536.1,XP_021702917.1,2
g2081,112,608,707,895,939,647,2154,1614,1793,Nep1,Neprilysin 1,XP_046464539.1,LOC124210485,endothelin-converting enzyme 1-like,,,,ENSMUSP00000099576.4,,,,1
g5428,380,889,731,762,750,530,2140,2116,1805,CG13698,0,XP_046440071.1,LOC124191110,uncharacterized protein LOC124191110 isoform X2,,,XP_001121453.1,,,XP_012551812.1,XP_021696654.1,1
g11149,2,66,95,158,264,163,2133,1646,1192,mbl,muscleblind,,,,,,,,,,XP_021707637.1,4
g8284,195,754,784,688,970,583,2048,2101,1694,sm,smooth,XP_046443131.1,LOC124193396,heterogeneous nuclear ribonucleoprotein L-like isoform X1,C44B7.2a.2,ENSP00000470231.1,XP_006571438.1,ENSMUSP00000133932.2,ENSDARP00000153944.1,XP_004923734.2,XP_021707399.1,4
g10835,318,1095,1200,696,1416,1327,1868,2096,1760,CG9328,0,XP_046446537.1,LOC124195915,actin-associated protein FAM107A-like isoform X2,,ENSP00000418395.1,XP_393021.4,ENSMUSP00000110704.3,ENSDARP00000101290.2,XP_037874935.1,XP_021699831.1,14
g6733,14,0,0,7,15,523,263,2057,863,,,,,,,,,,,,,2
g24459,2,0,0,0,0,8,242,582,2045,,,,,,,,,,,,,2
g8447,10,1,4,46,143,456,2041,1996,1142,Drip,Drip,XP_046445597.1,LOC124195130,aquaporin AQPAe.a-like,F40F9.9.1,ENSP00000393121.3,XP_006569285.1,ENSMUSP00000157060.2,ENSDARP00000148057.1,NP_001153661.1,XP_001656932.1,1
g20802,14,60,65,27,109,235,569,1994,1773,CG8483,0,,,,F49E11.6.1,ENSP00000428567.1,,ENSMUSP00000110347.2,ENSDARP00000117953.1,,,14
g18480,45,235,347,521,550,246,1963,1757,1448,RhoGEF64C,Rho guanine nucleotide exchange factor at 64C,XP_046455190.1,LOC124202808,uncharacterized protein LOC124202808,,,XP_006571744.2,,ENSDARP00000113203.1,XP_037869603.1,XP_021696156.1,4
g26947,81,1284,1190,753,402,510,1325,1520,1947,,,XP_046463841.1,LOC124209734,cadherin-23-like isoform X2,F18F11.3h.1,,XP_026296031.1,,,XP_037870561.1,XP_021707792.1,2
g10530,167,571,632,461,666,473,1147,1933,1482,LpR1,Lipophorin receptor 1,XP_046445660.1,LOC124195349,very low-density lipoprotein receptor-like,T13C2.6b.1,ENSP00000371532.2,XP_026296462.1,ENSMUSP00000127329.2,ENSDARP00000154890.1,NP_001104808.1,XP_021711664.1,1
g11865,236,863,827,597,622,464,1894,1766,1851,,,,,,F09F7.3.1,,,,,,,14
g21641,849,175,251,250,647,1196,1174,1745,1892,CG11593,0,XP_046458138.1,LOC124204935,uncharacterized protein LOC124204935 isoform X1,,ENSP00000365907.2,,ENSMUSP00000153418.2,ENSDARP00000157197.1,XP_037871626.1,XP_001648559.2,1
g17151,0,17,32,139,89,299,778,1577,1872,CG41520,0,XP_046453434.1,LOC124201041,uncharacterized protein LOC124201041 isoform X2,,,,,,,XP_021712214.1,14
g22197,5,0,0,0,5,596,316,1864,478,Cpr50Cb,Cuticular protein 50Cb,XP_046457076.1,LOC124204107,adhesive plaque matrix protein-like,,ENSP00000254691.5,,,,,,1
g22936,83,298,337,354,494,669,1759,1707,1850,,,XP_046456809.1,LOC124203948,extended synaptotagmin-2-like isoform X2,T12A2.15.3,,,ENSMUSP00000152444.2,,,,14
g9354,29,106,93,133,349,478,1836,1238,628,Syt4,Synaptotagmin 4,XP_046444900.1,LOC124194658,synaptotagmin-4-like isoform X3,T23H2.2.1,ENSP00000357307.4,XP_393448.2,ENSMUSP00000138284.2,ENSDARP00000075119.5,XP_004929789.1,XP_021705689.1,4
g730,2,75,81,75,270,95,1769,1817,1168,,,XP_046445901.1,LOC124195491,putative mediator of RNA polymerase II transcription subunit 26 isoform X4,,,,,,,,1
g17173,23,1,1,2,29,449,250,1794,978,Pxt,Peroxinectin-like,XP_046453461.1,LOC124201060,peroxidase-like,,,,,,,,14
g2296,14,109,122,656,1474,798,1680,1787,1507,,,,,,,,,,,,,14
g11208,0,6,3,1,6,98,13,211,1768,,,,,,,,,,,,,2
g9274,0,2,2,87,330,858,816,1721,1105,NAAT1,Nutrient Amino Acid Transporter 1,XP_046443972.1,LOC124194012,sodium-dependent nutrient amino acid transporter 1-like,,,XP_006565018.1,,,NP_001124343.1,,14
g22869,8,46,81,331,239,170,414,1449,1708,,,XP_046456707.1,LOC124203870,glutathione S-transferase 1-like isoform X2,,,,,ENSDARP00000141361.2,,,2
g20803,21,91,88,12,7,500,786,1706,1432,CG8483,0,XP_046458402.1,LOC124205106,venom allergen 3 homolog,T05A10.5c.1,,,,,XP_004931121.1,,14
g1944,124,11,2,34,71,196,645,1705,1124,CG5758,0,XP_046437076.1,LOC124188477,uncharacterized protein LOC124188477,,,,,,,XP_021701783.1,14
g25546,85,52,71,217,200,272,1472,1552,1643,CG9932,0,XP_046463322.1,LOC124209404,uncharacterized protein LOC124209404 isoform X2,C09H6.1a.1,ENSP00000292841.7,XP_016770728.1,ENSMUSP00000104790.3,,XP_012548393.1,XP_021703829.1,1
g6361,31,47,101,137,117,253,1620,1163,900,,,XP_046442334.1,LOC124192864,uncharacterized protein LOC124192864,,,XP_001123131.1,,,,,1
g24554,19,79,57,223,121,559,415,1065,1620,,,,,,,,XP_016768702.2,,,XP_004923549.1,,14
g22232,81,596,594,391,434,309,912,935,1604,CG42255,0,XP_046459691.1,LOC124206093,uncharacterized protein LOC124206093,,,,,,XP_037870919.1,,2
g25965,13,102,114,608,1381,729,1525,1604,1379,,,,,,,,,,,,,4
g16665,377,127,124,154,227,814,1592,1170,1475,CG6638,0,XP_046451292.1,LOC124199511,long-chain specific acyl-CoA dehydrogenase%2C mitochondrial-like,C02D5.1.1,ENSP00000233710.3,,ENSMUSP00000027153.6,ENSDARP00000150036.1,,,1
g5462,12,76,45,16,9,42,900,1590,782,,,,,,,,,,,,,14
g21075,50,153,197,39,12,13,1021,1565,606,,,,,,,,,,,,,1
g21049,49,151,194,36,11,12,1020,1565,604,,,,,,,,,,,,,1
g26782,5,196,118,558,232,546,969,1561,945,CG7530,0,XP_046463559.1,LOC124209559,progestin and adipoQ receptor family member 3-like,Y67A10A.8a.1,ENSP00000421981.1,XP_006562704.1,ENSMUSP00000108593.4,ENSDARP00000133210.1,XP_004929457.2,XP_021701918.1,14
g21078,50,151,194,37,12,13,1021,1559,605,,,,,,,,,,,,,14
g1709,29,22,49,164,166,172,1544,1300,1194,Sox15,Sox box protein 15,XP_046463794.1,LOC124209708,repressor of filamentous growth 1-like,,ENSP00000297316.4,XP_026297506.1,ENSMUSP00000142154.2,ENSDARP00000135455.1,XP_037873841.1,XP_021704540.1,4
g4997,0,11,25,18,18,518,846,1518,1461,,,,,,,,,,,,,2
g10709,2,24,26,185,253,634,143,1116,1497,CG6847,0,XP_046446216.1,LOC124195713,uncharacterized protein LOC124195713,,,XP_006557827.2,,,XP_021203885.1,XP_021704097.1,14
g15674,68,663,850,1087,1136,958,1494,1446,1286,,,,,,,,,,,,,4
g21363,109,8,6,39,153,109,1494,1181,811,,,,,,,,,ENSMUSP00000153992.2,,,,4
g1481,132,405,287,96,51,84,1427,1151,1221,Nca,Neurocalcin,XP_046437936.1,LOC124189025,eyes absent homolog 1-like isoform X1,C49A1.4a.1,ENSP00000303221.7,XP_006562598.1,ENSMUSP00000079493.9,ENSDARP00000025942.7,XP_037873940.1,XP_021701508.1,1
g4072,25,134,120,337,460,615,1188,935,1424,,,XP_046439642.1,LOC124190820,uncharacterized protein LOC124190820,C41C4.4b.1,,,ENSMUSP00000145716.2,,,,14
g18461,29,732,797,271,167,554,309,1131,1415,,,,,,,,,,,,,2
g21020,44,149,192,40,11,11,943,1412,570,,,,,,,,,,,,,1
g17310,100,10,13,64,258,401,1405,968,544,,,,,,B0207.12a.3,,XP_016771470.1,,,XP_037867801.1,,4
g17726,272,142,165,465,587,837,1225,1214,1388,uex,unextended,XP_046454204.1,LOC124201984,unextended protein-like isoform X1,C52D10.12.2,ENSP00000392875.2,XP_026301243.1,ENSMUSP00000076850.5,ENSDARP00000081435.5,XP_037875806.1,XP_001664301.1,4
